x_m,y_m
0.09999999999999964,23.076923076923073
0.0,23.076923076923073
0.0,23.176923076923075
0.0,23.276923076923072
0.0,23.376923076923074
0.0,23.47692307692307
0.0,23.576923076923073
0.0,23.676923076923075
0.0,23.776923076923072
0.0,23.876923076923074
0.0,23.97692307692307
0.0,24.076923076923073
0.0,24.176923076923075
0.0,24.276923076923072
0.0,24.376923076923074
0.0,24.47692307692307
0.0,24.576923076923073
0.0,24.676923076923075
0.0,24.776923076923072
0.0,24.876923076923074
0.0,24.97692307692307
0.0,25.076923076923073
0.0,25.176923076923075
0.0,25.276923076923072
0.0,25.376923076923074
0.0,25.47692307692307
0.0,25.576923076923073
0.0,25.676923076923075
0.0,25.776923076923072
0.0,25.876923076923074
0.0,25.97692307692307
0.0,26.076923076923073
0.0,26.176923076923075
0.0,26.276923076923072
0.0,26.376923076923074
0.0,26.476923076923075
0.0,26.576923076923073
0.0,26.676923076923075
0.0,26.776923076923072
0.0,26.876923076923074
0.0,26.97692307692307
0.0,27.076923076923073
0.0,27.176923076923075
0.0,27.276923076923072
0.0,27.376923076923074
0.0,27.47692307692307
0.0,27.576923076923073
0.0,27.676923076923075
0.0,27.69230769230769
0.0,27.79230769230769
0.0,27.89230769230769
0.0,27.99230769230769
0.0,28.09230769230769
0.0,28.19230769230769
0.0,28.29230769230769
0.0,28.39230769230769
0.0,28.49230769230769
0.0,28.59230769230769
0.0,28.69230769230769
0.0,28.79230769230769
0.0,28.89230769230769
0.0,28.99230769230769
0.0,29.09230769230769
0.0,29.19230769230769
0.0,29.29230769230769
0.0,29.39230769230769
0.0,29.49230769230769
0.0,29.59230769230769
0.0,29.69230769230769
0.0,29.79230769230769
0.0,29.89230769230769
0.0,29.99230769230769
0.0,30.092307692307692
0.0,30.19230769230769
0.0,30.292307692307688
0.0,30.39230769230769
0.0,30.49230769230769
0.0,30.592307692307692
0.0,30.69230769230769
0.0,30.79230769230769
0.0,30.89230769230769
0.0,30.99230769230769
0.0,31.092307692307692
0.0,31.19230769230769
0.0,31.29230769230769
0.0,31.39230769230769
0.0,31.49230769230769
0.0,31.592307692307692
0.0,31.69230769230769
0.0,31.79230769230769
0.0,31.89230769230769
0.0,31.99230769230769
0.0,32.09230769230769
0.0,32.19230769230769
0.0,32.29230769230769
0.0,32.30769230769231
0.0,32.40769230769231
0.0,32.50769230769231
0.0,32.607692307692304
0.0,32.707692307692305
0.0,32.80769230769231
0.0,32.90769230769231
0.0,33.00769230769231
0.0,33.107692307692304
0.0,33.207692307692305
0.0,33.30769230769231
0.0,33.40769230769231
0.0,33.50769230769231
0.0,33.607692307692304
0.0,33.707692307692305
0.0,33.80769230769231
0.0,33.90769230769231
0.0,34.00769230769231
0.0,34.107692307692304
0.0,34.207692307692305
0.0,34.30769230769231
0.0,34.40769230769231
0.0,34.50769230769231
0.0,34.607692307692304
0.0,34.707692307692305
0.0,34.80769230769231
0.0,34.90769230769231
0.0,35.00769230769231
0.0,35.107692307692304
0.0,35.207692307692305
0.0,35.30769230769231
0.0,35.40769230769231
0.0,35.50769230769231
0.0,35.607692307692304
0.0,35.707692307692305
0.0,35.80769230769231
0.0,35.90769230769231
0.0,36.00769230769231
0.0,36.107692307692304
0.0,36.207692307692305
0.0,36.30769230769231
0.0,36.40769230769231
0.0,36.50769230769231
0.0,36.607692307692304
0.0,36.707692307692305
0.0,36.80769230769231
0.0,36.90769230769231
0.0,36.92307692307692
0.0,37.02307692307692
0.0,37.12307692307692
0.0,37.22307692307692
0.0,37.32307692307692
0.0,37.42307692307692
0.0,37.52307692307692
0.0,37.62307692307692
0.0,37.72307692307692
0.0,37.82307692307692
0.0,37.92307692307692
0.0,38.02307692307692
0.0,38.12307692307692
0.0,38.22307692307692
0.0,38.32307692307692
0.0,38.42307692307692
0.0,38.52307692307692
0.0,38.62307692307692
0.0,38.72307692307692
0.0,38.82307692307692
0.0,38.92307692307692
0.0,39.02307692307692
0.0,39.12307692307692
0.0,39.22307692307692
0.0,39.32307692307692
0.0,39.42307692307692
0.0,39.52307692307692
0.0,39.62307692307692
0.0,39.72307692307692
0.0,39.82307692307692
0.0,39.92307692307692
0.0,40.02307692307692
0.0,40.12307692307692
0.0,40.22307692307692
0.0,40.32307692307692
0.0,40.42307692307692
0.0,40.52307692307692
0.0,40.62307692307692
0.0,40.72307692307692
0.0,40.82307692307692
0.0,40.92307692307692
0.0,41.02307692307692
0.0,41.12307692307692
0.0,41.22307692307692
0.0,41.32307692307692
0.0,41.42307692307692
0.0,41.52307692307692
0.0,41.53846153846153
0.1,41.53846153846153
0.2,41.53846153846153
0.30000000000000004,41.53846153846153
0.4,41.53846153846153
0.5,41.53846153846153
0.6000000000000001,41.53846153846153
0.7000000000000001,41.53846153846153
0.8,41.53846153846153
0.8999999999999999,41.53846153846153
1.0,41.53846153846153
1.1,41.53846153846153
1.2000000000000002,41.53846153846153
1.3,41.53846153846153
1.4000000000000001,41.53846153846153
1.5,41.53846153846153
1.6,41.53846153846153
1.7000000000000002,41.53846153846153
1.7999999999999998,41.53846153846153
1.9,41.53846153846153
2.0,41.53846153846153
2.1,41.53846153846153
2.2,41.53846153846153
2.3000000000000003,41.53846153846153
2.4000000000000004,41.53846153846153
2.5,41.53846153846153
2.6,41.53846153846153
2.7,41.53846153846153
2.8000000000000003,41.53846153846153
2.9000000000000004,41.53846153846153
3.0,41.53846153846153
3.1,41.53846153846153
3.2,41.53846153846153
3.3000000000000003,41.53846153846153
3.4000000000000004,41.53846153846153
3.5,41.53846153846153
3.5999999999999996,41.53846153846153
3.7,41.53846153846153
3.8,41.53846153846153
3.9000000000000004,41.53846153846153
4.0,41.53846153846153
4.1000000000000005,41.53846153846153
4.2,41.53846153846153
4.3,41.53846153846153
4.4,41.53846153846153
4.5,41.53846153846153
4.6000000000000005,41.53846153846153
4.7,41.53846153846153
4.800000000000001,41.53846153846153
4.9,41.53846153846153
5.0,41.53846153846153
5.1,41.53846153846153
5.2,41.53846153846153
5.3,41.53846153846153
5.4,41.53846153846153
5.5,41.53846153846153
5.6,41.53846153846153
5.7,41.53846153846153
5.8,41.53846153846153
5.9,41.53846153846153
6.0,41.53846153846153
6.1,41.53846153846153
6.2,41.53846153846153
6.3,41.53846153846153
6.4,41.53846153846153
6.5,41.53846153846153
6.6,41.53846153846153
6.7,41.53846153846153
6.8,41.53846153846153
6.9,41.53846153846153
7.0,41.53846153846153
7.1,41.53846153846153
7.2,41.53846153846153
7.300000000000001,41.53846153846153
7.4,41.53846153846153
7.5,41.53846153846153
7.6,41.53846153846153
7.7,41.53846153846153
7.800000000000001,41.53846153846153
7.9,41.53846153846153
8.0,41.53846153846153
8.1,41.53846153846153
8.2,41.53846153846153
8.3,41.53846153846153
8.4,41.53846153846153
8.5,41.53846153846153
8.6,41.53846153846153
8.7,41.53846153846153
8.8,41.53846153846153
8.9,41.53846153846153
9.0,41.53846153846153
9.100000000000001,41.53846153846153
9.2,41.53846153846153
9.3,41.53846153846153
9.4,41.53846153846153
9.5,41.53846153846153
9.600000000000001,41.53846153846153
9.7,41.53846153846153
9.8,41.53846153846153
9.9,41.53846153846153
10.0,41.53846153846153
10.1,41.53846153846153
10.2,41.53846153846153
10.3,41.53846153846153
10.4,41.53846153846153
10.5,41.53846153846153
10.6,41.53846153846153
10.7,41.53846153846153
10.8,41.53846153846153
10.9,41.53846153846153
11.0,41.53846153846153
11.1,41.53846153846153
11.2,41.53846153846153
11.3,41.53846153846153
11.4,41.53846153846153
11.5,41.53846153846153
11.6,41.53846153846153
11.7,41.53846153846153
11.8,41.53846153846153
11.9,41.53846153846153
12.0,41.53846153846153
12.1,41.53846153846153
12.2,41.53846153846153
12.3,41.53846153846153
12.4,41.53846153846153
12.5,41.53846153846153
12.6,41.53846153846153
12.7,41.53846153846153
12.8,41.53846153846153
12.9,41.53846153846153
13.0,41.53846153846153
13.1,41.53846153846153
13.2,41.53846153846153
13.3,41.53846153846153
13.4,41.53846153846153
13.5,41.53846153846153
13.6,41.53846153846153
13.7,41.53846153846153
13.8,41.53846153846153
13.9,41.53846153846153
14.0,41.53846153846153
14.100000000000001,41.53846153846153
14.2,41.53846153846153
14.3,41.53846153846153
14.4,41.53846153846153
14.5,41.53846153846153
14.600000000000001,41.53846153846153
14.7,41.53846153846153
14.8,41.53846153846153
14.9,41.53846153846153
15.0,41.53846153846153
15.1,41.53846153846153
15.2,41.53846153846153
15.3,41.53846153846153
15.4,41.53846153846153
15.5,41.53846153846153
15.6,41.53846153846153
15.7,41.53846153846153
15.8,41.53846153846153
15.9,41.53846153846153
16.0,41.53846153846153
16.1,41.53846153846153
16.2,41.53846153846153
16.3,41.53846153846153
16.4,41.53846153846153
16.5,41.53846153846153
16.6,41.53846153846153
16.7,41.53846153846153
16.8,41.53846153846153
16.9,41.53846153846153
17.0,41.53846153846153
17.1,41.53846153846153
17.2,41.53846153846153
17.3,41.53846153846153
17.4,41.53846153846153
17.5,41.53846153846153
17.6,41.53846153846153
17.7,41.53846153846153
17.8,41.53846153846153
17.9,41.53846153846153
18.0,41.53846153846153
18.1,41.53846153846153
18.2,41.53846153846153
18.3,41.53846153846153
18.4,41.53846153846153
18.5,41.53846153846153
18.6,41.53846153846153
18.7,41.53846153846153
18.8,41.53846153846153
18.9,41.53846153846153
19.0,41.53846153846153
19.1,41.53846153846153
19.2,41.53846153846153
19.3,41.53846153846153
19.4,41.53846153846153
19.5,41.53846153846153
19.6,41.53846153846153
19.7,41.53846153846153
19.8,41.53846153846153
19.9,41.53846153846153
20.0,41.53846153846153
20.1,41.53846153846153
20.2,41.53846153846153
20.3,41.53846153846153
20.4,41.53846153846153
20.5,41.53846153846153
20.6,41.53846153846153
20.7,41.53846153846153
20.8,41.53846153846153
20.9,41.53846153846153
21.0,41.53846153846153
21.1,41.53846153846153
21.2,41.53846153846153
21.3,41.53846153846153
21.4,41.53846153846153
21.5,41.53846153846153
21.6,41.53846153846153
21.7,41.53846153846153
21.8,41.53846153846153
21.9,41.53846153846153
22.0,41.53846153846153
22.1,41.53846153846153
22.2,41.53846153846153
22.3,41.53846153846153
22.4,41.53846153846153
22.5,41.53846153846153
22.6,41.53846153846153
22.7,41.53846153846153
22.8,41.53846153846153
22.9,41.53846153846153
23.0,41.53846153846153
23.1,41.53846153846153
23.2,41.53846153846153
23.3,41.53846153846153
23.4,41.53846153846153
23.5,41.53846153846153
23.6,41.53846153846153
23.7,41.53846153846153
23.8,41.53846153846153
23.9,41.53846153846153
24.0,41.53846153846153
24.1,41.53846153846153
24.2,41.53846153846153
24.3,41.53846153846153
24.4,41.53846153846153
24.5,41.53846153846153
24.6,41.53846153846153
24.7,41.53846153846153
24.8,41.53846153846153
24.9,41.53846153846153
25.0,41.53846153846153
25.1,41.53846153846153
25.2,41.53846153846153
25.3,41.53846153846153
25.4,41.53846153846153
25.5,41.53846153846153
25.6,41.53846153846153
25.7,41.53846153846153
25.8,41.53846153846153
25.9,41.53846153846153
26.0,41.53846153846153
26.1,41.53846153846153
26.2,41.53846153846153
26.3,41.53846153846153
26.4,41.53846153846153
26.5,41.53846153846153
26.6,41.53846153846153
26.7,41.53846153846153
26.8,41.53846153846153
26.9,41.53846153846153
27.0,41.53846153846153
27.1,41.53846153846153
27.2,41.53846153846153
27.3,41.53846153846153
27.4,41.53846153846153
27.5,41.53846153846153
27.6,41.53846153846153
27.7,41.53846153846153
27.8,41.53846153846153
27.9,41.53846153846153
28.0,41.53846153846153
28.1,41.53846153846153
28.2,41.53846153846153
28.3,41.53846153846153
28.4,41.53846153846153
28.5,41.53846153846153
28.6,41.53846153846153
28.7,41.53846153846153
28.8,41.53846153846153
28.9,41.53846153846153
29.0,41.53846153846153
29.1,41.53846153846153
29.2,41.53846153846153
29.3,41.53846153846153
29.4,41.53846153846153
29.5,41.53846153846153
29.6,41.53846153846153
29.7,41.53846153846153
29.8,41.53846153846153
29.9,41.53846153846153
30.0,41.53846153846153
30.1,41.53846153846153
30.2,41.53846153846153
30.3,41.53846153846153
30.4,41.53846153846153
30.5,41.53846153846153
30.6,41.53846153846153
30.7,41.53846153846153
30.8,41.53846153846153
30.9,41.53846153846153
31.0,41.53846153846153
31.1,41.53846153846153
31.2,41.53846153846153
31.3,41.53846153846153
31.4,41.53846153846153
31.5,41.53846153846153
31.6,41.53846153846153
31.7,41.53846153846153
31.8,41.53846153846153
31.9,41.53846153846153
32.0,41.53846153846153
32.1,41.53846153846153
32.2,41.53846153846153
32.3,41.53846153846153
32.4,41.53846153846153
32.5,41.53846153846153
32.6,41.53846153846153
32.7,41.53846153846153
32.8,41.53846153846153
32.9,41.53846153846153
33.0,41.53846153846153
33.1,41.53846153846153
33.2,41.53846153846153
33.3,41.53846153846153
33.4,41.53846153846153
33.5,41.53846153846153
33.6,41.53846153846153
33.7,41.53846153846153
33.8,41.53846153846153
33.9,41.53846153846153
34.0,41.53846153846153
34.1,41.53846153846153
34.2,41.53846153846153
34.3,41.53846153846153
34.4,41.53846153846153
34.5,41.53846153846153
34.6,41.53846153846153
34.7,41.53846153846153
34.8,41.53846153846153
34.9,41.53846153846153
35.0,41.53846153846153
35.1,41.53846153846153
35.2,41.53846153846153
35.3,41.53846153846153
35.4,41.53846153846153
35.5,41.53846153846153
35.6,41.53846153846153
35.7,41.53846153846153
35.8,41.53846153846153
35.9,41.53846153846153
36.0,41.53846153846153
36.1,41.53846153846153
36.2,41.53846153846153
36.3,41.53846153846153
36.4,41.53846153846153
36.5,41.53846153846153
36.6,41.53846153846153
36.7,41.53846153846153
36.8,41.53846153846153
36.9,41.53846153846153
37.0,41.53846153846153
37.1,41.53846153846153
37.2,41.53846153846153
37.3,41.53846153846153
37.4,41.53846153846153
37.5,41.53846153846153
37.6,41.53846153846153
37.7,41.53846153846153
37.8,41.53846153846153
37.9,41.53846153846153
38.0,41.53846153846153
38.1,41.53846153846153
38.2,41.53846153846153
38.3,41.53846153846153
38.4,41.53846153846153
38.5,41.53846153846153
38.6,41.53846153846153
38.7,41.53846153846153
38.8,41.53846153846153
38.9,41.53846153846153
39.0,41.53846153846153
39.1,41.53846153846153
39.2,41.53846153846153
39.3,41.53846153846153
39.4,41.53846153846153
39.5,41.53846153846153
39.6,41.53846153846153
39.7,41.53846153846153
39.8,41.53846153846153
39.9,41.53846153846153
40.0,41.53846153846153
40.1,41.53846153846153
40.2,41.53846153846153
40.3,41.53846153846153
40.4,41.53846153846153
40.5,41.53846153846153
40.6,41.53846153846153
40.7,41.53846153846153
40.8,41.53846153846153
40.9,41.53846153846153
41.0,41.53846153846153
41.1,41.53846153846153
41.2,41.53846153846153
41.3,41.53846153846153
41.4,41.53846153846153
41.5,41.53846153846153
41.6,41.53846153846153
41.7,41.53846153846153
41.8,41.53846153846153
41.9,41.53846153846153
42.0,41.53846153846153
42.1,41.53846153846153
42.2,41.53846153846153
42.3,41.53846153846153
42.4,41.53846153846153
42.5,41.53846153846153
42.6,41.53846153846153
42.7,41.53846153846153
42.8,41.53846153846153
42.9,41.53846153846153
43.0,41.53846153846153
43.1,41.53846153846153
43.2,41.53846153846153
43.3,41.53846153846153
43.4,41.53846153846153
43.5,41.53846153846153
43.6,41.53846153846153
43.7,41.53846153846153
43.8,41.53846153846153
43.9,41.53846153846153
44.0,41.53846153846153
44.1,41.53846153846153
44.2,41.53846153846153
44.3,41.53846153846153
44.4,41.53846153846153
44.5,41.53846153846153
44.6,41.53846153846153
44.7,41.53846153846153
44.8,41.53846153846153
44.9,41.53846153846153
45.0,41.53846153846153
45.1,41.53846153846153
45.2,41.53846153846153
45.3,41.53846153846153
45.4,41.53846153846153
45.5,41.53846153846153
45.6,41.53846153846153
45.7,41.53846153846153
45.8,41.53846153846153
45.9,41.53846153846153
46.0,41.53846153846153
46.1,41.53846153846153
46.2,41.53846153846153
46.3,41.53846153846153
46.4,41.53846153846153
46.5,41.53846153846153
46.6,41.53846153846153
46.7,41.53846153846153
46.8,41.53846153846153
46.9,41.53846153846153
47.0,41.53846153846153
47.1,41.53846153846153
47.2,41.53846153846153
47.3,41.53846153846153
47.4,41.53846153846153
47.5,41.53846153846153
47.6,41.53846153846153
47.7,41.53846153846153
47.8,41.53846153846153
47.9,41.53846153846153
48.0,41.53846153846153
48.1,41.53846153846153
48.2,41.53846153846153
48.3,41.53846153846153
48.4,41.53846153846153
48.5,41.53846153846153
48.6,41.53846153846153
48.7,41.53846153846153
48.8,41.53846153846153
48.9,41.53846153846153
49.0,41.53846153846153
49.1,41.53846153846153
49.2,41.53846153846153
49.3,41.53846153846153
49.4,41.53846153846153
49.5,41.53846153846153
49.6,41.53846153846153
49.7,41.53846153846153
49.8,41.53846153846153
49.9,41.53846153846153
50.0,41.53846153846153
50.1,41.53846153846153
50.2,41.53846153846153
50.3,41.53846153846153
50.4,41.53846153846153
50.5,41.53846153846153
50.6,41.53846153846153
50.7,41.53846153846153
50.8,41.53846153846153
50.9,41.53846153846153
51.0,41.53846153846153
51.1,41.53846153846153
51.2,41.53846153846153
51.3,41.53846153846153
51.4,41.53846153846153
51.5,41.53846153846153
51.6,41.53846153846153
51.7,41.53846153846153
51.8,41.53846153846153
51.9,41.53846153846153
52.0,41.53846153846153
52.1,41.53846153846153
52.2,41.53846153846153
52.3,41.53846153846153
52.4,41.53846153846153
52.5,41.53846153846153
52.6,41.53846153846153
52.7,41.53846153846153
52.8,41.53846153846153
52.9,41.53846153846153
53.0,41.53846153846153
53.1,41.53846153846153
53.2,41.53846153846153
53.3,41.53846153846153
53.4,41.53846153846153
53.5,41.53846153846153
53.6,41.53846153846153
53.7,41.53846153846153
53.8,41.53846153846153
53.9,41.53846153846153
54.0,41.53846153846153
54.1,41.53846153846153
54.2,41.53846153846153
54.3,41.53846153846153
54.4,41.53846153846153
54.5,41.53846153846153
54.6,41.53846153846153
54.7,41.53846153846153
54.8,41.53846153846153
54.9,41.53846153846153
55.0,41.53846153846153
55.0,41.638461538461534
55.0,41.738461538461536
55.0,41.83846153846153
55.0,41.93846153846153
55.0,42.03846153846153
55.0,42.138461538461534
55.0,42.238461538461536
55.0,42.33846153846153
55.0,42.43846153846153
55.0,42.53846153846153
55.0,42.638461538461534
55.0,42.738461538461536
55.0,42.83846153846153
55.0,42.93846153846153
55.0,43.03846153846153
55.0,43.138461538461534
55.0,43.238461538461536
55.0,43.33846153846153
55.0,43.43846153846153
55.0,43.53846153846153
55.0,43.638461538461534
55.0,43.738461538461536
55.0,43.83846153846153
55.0,43.93846153846153
55.0,44.03846153846153
55.0,44.138461538461534
55.0,44.238461538461536
55.0,44.33846153846153
55.0,44.43846153846153
55.0,44.53846153846153
55.0,44.638461538461534
55.0,44.738461538461536
55.0,44.83846153846153
55.0,44.93846153846153
55.0,45.03846153846153
55.0,45.138461538461534
55.0,45.238461538461536
55.0,45.33846153846153
55.0,45.43846153846153
55.0,45.53846153846153
55.0,45.638461538461534
55.0,45.738461538461536
55.0,45.83846153846153
55.0,45.93846153846153
55.0,46.03846153846153
55.0,46.138461538461534
55.0,46.153846153846146
55.0,46.25384615384615
55.0,46.35384615384615
55.0,46.45384615384614
55.0,46.553846153846145
55.0,46.653846153846146
55.0,46.75384615384615
55.0,46.85384615384615
55.0,46.95384615384614
55.0,47.053846153846145
55.0,47.153846153846146
55.0,47.25384615384615
55.0,47.35384615384615
55.0,47.45384615384614
55.0,47.553846153846145
55.0,47.653846153846146
55.0,47.75384615384615
55.0,47.85384615384615
55.0,47.95384615384614
55.0,48.053846153846145
55.0,48.153846153846146
55.0,48.25384615384615
55.0,48.35384615384615
55.0,48.45384615384614
55.0,48.553846153846145
55.0,48.653846153846146
55.0,48.75384615384615
55.0,48.85384615384615
55.0,48.95384615384614
55.0,49.053846153846145
55.0,49.153846153846146
55.0,49.25384615384615
55.0,49.35384615384615
55.0,49.45384615384614
55.0,49.553846153846145
55.0,49.653846153846146
55.0,49.75384615384615
55.0,49.85384615384615
55.0,49.95384615384614
55.0,50.053846153846145
55.0,50.153846153846146
55.0,50.25384615384615
55.0,50.35384615384615
55.0,50.45384615384614
55.0,50.553846153846145
55.0,50.653846153846146
55.0,50.75384615384615
55.0,50.76923076923077
55.0,50.86923076923077
55.0,50.96923076923077
55.0,51.069230769230764
55.0,51.169230769230765
55.0,51.26923076923077
55.0,51.36923076923077
55.0,51.46923076923077
55.0,51.569230769230764
55.0,51.669230769230765
55.0,51.76923076923077
55.0,51.86923076923077
55.0,51.96923076923077
55.0,52.069230769230764
55.0,52.169230769230765
55.0,52.26923076923077
55.0,52.36923076923077
55.0,52.46923076923077
55.0,52.569230769230764
55.0,52.669230769230765
55.0,52.76923076923077
55.0,52.86923076923077
55.0,52.96923076923077
55.0,53.069230769230764
55.0,53.169230769230765
55.0,53.26923076923077
55.0,53.36923076923077
55.0,53.46923076923077
55.0,53.569230769230764
55.0,53.669230769230765
55.0,53.76923076923077
55.0,53.86923076923077
55.0,53.96923076923077
55.0,54.069230769230764
55.0,54.169230769230765
55.0,54.26923076923077
55.0,54.36923076923077
55.0,54.46923076923077
55.0,54.569230769230764
55.0,54.669230769230765
55.0,54.76923076923077
55.0,54.86923076923077
55.0,54.96923076923077
55.0,55.069230769230764
55.0,55.169230769230765
55.0,55.26923076923077
55.0,55.36923076923077
55.0,55.38461538461538
54.9,55.38461538461538
54.8,55.38461538461538
54.7,55.38461538461538
54.6,55.38461538461538
54.5,55.38461538461538
54.4,55.38461538461538
54.3,55.38461538461538
54.2,55.38461538461538
54.1,55.38461538461538
54.0,55.38461538461538
53.9,55.38461538461538
53.8,55.38461538461538
53.7,55.38461538461538
53.6,55.38461538461538
53.5,55.38461538461538
53.4,55.38461538461538
53.3,55.38461538461538
53.2,55.38461538461538
53.1,55.38461538461538
53.0,55.38461538461538
52.9,55.38461538461538
52.8,55.38461538461538
52.7,55.38461538461538
52.6,55.38461538461538
52.5,55.38461538461538
52.4,55.38461538461538
52.3,55.38461538461538
52.2,55.38461538461538
52.1,55.38461538461538
52.0,55.38461538461538
51.9,55.38461538461538
51.8,55.38461538461538
51.7,55.38461538461538
51.6,55.38461538461538
51.5,55.38461538461538
51.4,55.38461538461538
51.3,55.38461538461538
51.2,55.38461538461538
51.1,55.38461538461538
51.0,55.38461538461538
50.9,55.38461538461538
50.8,55.38461538461538
50.7,55.38461538461538
50.6,55.38461538461538
50.5,55.38461538461538
50.4,55.38461538461538
50.3,55.38461538461538
50.2,55.38461538461538
50.1,55.38461538461538
50.0,55.38461538461538
49.9,55.38461538461538
49.8,55.38461538461538
49.7,55.38461538461538
49.6,55.38461538461538
49.5,55.38461538461538
49.4,55.38461538461538
49.3,55.38461538461538
49.2,55.38461538461538
49.1,55.38461538461538
49.0,55.38461538461538
48.9,55.38461538461538
48.8,55.38461538461538
48.7,55.38461538461538
48.6,55.38461538461538
48.5,55.38461538461538
48.4,55.38461538461538
48.3,55.38461538461538
48.2,55.38461538461538
48.1,55.38461538461538
48.0,55.38461538461538
47.9,55.38461538461538
47.8,55.38461538461538
47.7,55.38461538461538
47.6,55.38461538461538
47.5,55.38461538461538
47.4,55.38461538461538
47.3,55.38461538461538
47.2,55.38461538461538
47.1,55.38461538461538
47.0,55.38461538461538
46.9,55.38461538461538
46.8,55.38461538461538
46.7,55.38461538461538
46.6,55.38461538461538
46.5,55.38461538461538
46.4,55.38461538461538
46.3,55.38461538461538
46.2,55.38461538461538
46.1,55.38461538461538
46.0,55.38461538461538
45.9,55.38461538461538
45.8,55.38461538461538
45.7,55.38461538461538
45.6,55.38461538461538
45.5,55.38461538461538
45.4,55.38461538461538
45.3,55.38461538461538
45.2,55.38461538461538
45.1,55.38461538461538
45.0,55.38461538461538
44.9,55.38461538461538
44.8,55.38461538461538
44.7,55.38461538461538
44.6,55.38461538461538
44.5,55.38461538461538
44.4,55.38461538461538
44.3,55.38461538461538
44.2,55.38461538461538
44.1,55.38461538461538
44.0,55.38461538461538
43.9,55.38461538461538
43.8,55.38461538461538
43.7,55.38461538461538
43.6,55.38461538461538
43.5,55.38461538461538
43.4,55.38461538461538
43.3,55.38461538461538
43.2,55.38461538461538
43.1,55.38461538461538
43.0,55.38461538461538
42.9,55.38461538461538
42.8,55.38461538461538
42.7,55.38461538461538
42.6,55.38461538461538
42.5,55.38461538461538
42.4,55.38461538461538
42.3,55.38461538461538
42.2,55.38461538461538
42.1,55.38461538461538
42.0,55.38461538461538
41.9,55.38461538461538
41.8,55.38461538461538
41.7,55.38461538461538
41.6,55.38461538461538
41.5,55.38461538461538
41.4,55.38461538461538
41.3,55.38461538461538
41.2,55.38461538461538
41.1,55.38461538461538
41.0,55.38461538461538
40.9,55.38461538461538
40.8,55.38461538461538
40.7,55.38461538461538
40.6,55.38461538461538
40.5,55.38461538461538
40.4,55.38461538461538
40.3,55.38461538461538
40.2,55.38461538461538
40.1,55.38461538461538
40.0,55.38461538461538
39.9,55.38461538461538
39.8,55.38461538461538
39.7,55.38461538461538
39.6,55.38461538461538
39.5,55.38461538461538
39.4,55.38461538461538
39.3,55.38461538461538
39.2,55.38461538461538
39.1,55.38461538461538
39.0,55.38461538461538
38.9,55.38461538461538
38.8,55.38461538461538
38.7,55.38461538461538
38.6,55.38461538461538
38.5,55.38461538461538
38.4,55.38461538461538
38.3,55.38461538461538
38.2,55.38461538461538
38.1,55.38461538461538
38.0,55.38461538461538
37.9,55.38461538461538
37.8,55.38461538461538
37.7,55.38461538461538
37.6,55.38461538461538
37.5,55.38461538461538
37.4,55.38461538461538
37.3,55.38461538461538
37.2,55.38461538461538
37.1,55.38461538461538
37.0,55.38461538461538
36.9,55.38461538461538
36.8,55.38461538461538
36.7,55.38461538461538
36.6,55.38461538461538
36.5,55.38461538461538
36.4,55.38461538461538
36.3,55.38461538461538
36.2,55.38461538461538
36.1,55.38461538461538
36.0,55.38461538461538
35.9,55.38461538461538
35.8,55.38461538461538
35.7,55.38461538461538
35.6,55.38461538461538
35.5,55.38461538461538
35.4,55.38461538461538
35.3,55.38461538461538
35.2,55.38461538461538
35.1,55.38461538461538
35.0,55.38461538461538
34.9,55.38461538461538
34.8,55.38461538461538
34.7,55.38461538461538
34.6,55.38461538461538
34.5,55.38461538461538
34.4,55.38461538461538
34.3,55.38461538461538
34.2,55.38461538461538
34.1,55.38461538461538
34.0,55.38461538461538
33.9,55.38461538461538
33.8,55.38461538461538
33.7,55.38461538461538
33.6,55.38461538461538
33.5,55.38461538461538
33.4,55.38461538461538
33.3,55.38461538461538
33.2,55.38461538461538
33.1,55.38461538461538
33.0,55.38461538461538
32.9,55.38461538461538
32.8,55.38461538461538
32.7,55.38461538461538
32.6,55.38461538461538
32.5,55.38461538461538
32.4,55.38461538461538
32.3,55.38461538461538
32.2,55.38461538461538
32.1,55.38461538461538
32.0,55.38461538461538
31.9,55.38461538461538
31.8,55.38461538461538
31.7,55.38461538461538
31.6,55.38461538461538
31.5,55.38461538461538
31.4,55.38461538461538
31.3,55.38461538461538
31.2,55.38461538461538
31.1,55.38461538461538
31.0,55.38461538461538
30.9,55.38461538461538
30.8,55.38461538461538
30.7,55.38461538461538
30.6,55.38461538461538
30.5,55.38461538461538
30.4,55.38461538461538
30.3,55.38461538461538
30.2,55.38461538461538
30.1,55.38461538461538
30.0,55.38461538461538
29.9,55.38461538461538
29.8,55.38461538461538
29.7,55.38461538461538
29.6,55.38461538461538
29.5,55.38461538461538
29.4,55.38461538461538
29.3,55.38461538461538
29.2,55.38461538461538
29.1,55.38461538461538
29.0,55.38461538461538
28.9,55.38461538461538
28.8,55.38461538461538
28.7,55.38461538461538
28.6,55.38461538461538
28.5,55.38461538461538
28.4,55.38461538461538
28.3,55.38461538461538
28.2,55.38461538461538
28.1,55.38461538461538
28.0,55.38461538461538
27.9,55.38461538461538
27.8,55.38461538461538
27.7,55.38461538461538
27.6,55.38461538461538
